id,num_sold
230130,147.89589409746324
230131,960.8970718357773
230132,754.1449049524033
230133,424.260562936825
230134,489.4700655207186
230135,297.6654687233096
230136,1926.0187271030727
230137,1513.7979572368522
230138,857.5720497800048
230139,985.0492903602845
230140,349.1877184801827
230141,2262.386205013371
230142,1781.0235384407572
230143,1010.5220315637607
230144,1168.9833604250364
230145,150.99811926191072
230146,983.0289432603479
230147,769.2995364744503
230148,434.74951331010357
230149,500.02118861606493
230150,306.1595565330975
230151,1987.241127680669
230152,1558.7454577367125
230153,880.6004947484621
230154,1009.6848609240338
230155,359.50617722710535
230156,2337.9882531129556
230157,1838.5887295791692
230158,1039.9469968015155
230159,1196.5026625698326
230160,104.96099310099929
230161,691.4476987023206
230162,541.3337629920642
230163,306.29982381487076
230164,352.170049594995
230165,215.3486744608108
230166,1393.2354562071168
230167,1097.1568258676236
230168,621.7378293279639
230169,709.0791602926364
230170,254.25309790174362
230171,1657.6179213872258
230172,1306.3050438400767
230173,737.4715726672172
230174,849.6698747296897
230175,5.683838353627342
230176,30.86367302214989
230177,24.389107506941254
230178,13.733244982282711
230179,15.666127379008747
230180,9.647933565631819
230181,63.18546404691966
230182,48.92610588309262
230183,28.252384441346145
230184,31.786759192758122
230185,11.47226353823044
230186,74.10712227209643
230187,58.44381358812806
230188,33.43707544241142
230189,38.12699088992668
230190,249.48791718801363
230191,1625.364874673769
230192,1283.414678942653
230193,722.8273440947399
230194,840.6178227665156
230195,500.8219930139873
230196,3236.291616043434
230197,2551.441771310876
230198,1457.8198665198202
230199,1668.4842313927934
230200,593.3756159040674
230201,3812.464371955336
230202,3016.734490966624
230203,1722.2524770593343
230204,1976.26279289666
230205,192.24247447069519
230206,1265.3733250071555
230207,987.4455876503746
230208,557.7558563813734
230209,647.2601125698101
230210,387.7705944469594
230211,2537.0947486804084
230212,1987.4844791301089
230213,1124.8062730930744
230214,1292.3500594939583
230215,458.58470905718656
230216,2996.2880864351287
230217,2350.185923391599
230218,1330.2520463974854
230219,1540.2845955245066
230220,117.52335797358221
230221,745.8673507213956
230222,601.8761534730759
230223,328.24216583475095
230224,386.43545348062423
230225,236.3749746514372
230226,1497.0045087945348
230227,1207.8437990505267
230228,663.7864499615677
230229,783.7396213530781
230230,275.9747022767487
230231,1763.8512111470618
230232,1426.5602967823593
230233,784.8271478358647
230234,929.4236727565617
230235,119.50996204599303
230236,758.8890378094075
230237,611.5469917366548
230238,336.55515180176707
230239,393.475166012925
