id,num_sold
230130,146.03748493163246
230131,956.907032570725
230132,748.5952552421145
230133,422.72535554317915
230134,486.0188196419813
230135,293.3649067709124
230136,1910.050384477624
230137,1500.5558815967647
230138,852.4253931005958
230139,977.3887614191032
230140,345.2845699086822
230141,2245.0421418624173
230142,1766.6198549879296
230143,1007.4132680955615
230144,1160.910431865486
230145,148.60993427602443
230146,973.9784449583019
230147,760.3113590511194
230148,430.94880802177585
230149,494.34409659234325
230150,300.36710925034254
230151,1961.0169476606225
230152,1537.0338150923762
230153,870.9467826173303
230154,997.0238880883505
230155,354.04172988529297
230156,2307.7584511386335
230157,1813.4722367729346
230158,1030.8350560382323
230159,1182.637746137273
230160,104.07631947760956
230161,688.8326008109065
230162,538.18757572462
230163,305.55194191287006
230164,350.1715694066506
230165,212.314081392692
230166,1385.8623075833439
230167,1087.8654986453316
230168,617.4272156158232
230169,704.1885098445392
230170,251.42082197344996
230171,1646.407644078531
230172,1295.7560624225196
230173,734.0394304913232
230174,842.4430705116633
230175,5.40609614504346
230176,30.41686992926439
230177,23.85501375072755
230178,13.498379877915792
230179,15.402543799900547
230180,9.410770946971475
230181,61.98954828877053
230182,48.01752607627514
230183,27.529993701708612
230184,31.175762299033316
230185,11.109935998131215
230186,72.83762714867521
230187,57.19917962908122
230188,32.66862116591818
230189,37.27932923478821
230190,248.38986839181553
230191,1624.4181726999607
230192,1281.6161887613307
230193,724.9725477342389
230194,838.3705329749109
230195,497.71700127310663
230196,3206.651256656686
230197,2531.8125165444912
230198,1457.3404238439125
230199,1664.0687349342961
230200,590.2459401853718
230201,3771.6090474496345
230202,2985.9199948825126
230203,1720.892188322752
230204,1968.1039927031588
230205,188.7409388598875
230206,1246.584410181129
230207,970.3146203186143
230208,550.4012633395675
230209,635.7208396238701
230210,379.75400940884145
230211,2492.9993212414747
230212,1950.60625019051
230213,1109.0625663565456
230214,1271.7512097903805
230215,449.8188552617994
230216,2940.9198928899536
230217,2304.603355963511
230218,1313.333177733583
230219,1514.921081571221
230220,116.82822377898258
230221,747.9818649303182
230222,600.0439180948019
230223,329.09584205912324
230224,386.2818674397955
230225,234.58495802660144
230226,1498.48036521648
230227,1203.3622225228546
230228,663.2790253016672
230229,780.0640727780437
230230,275.329554210439
230231,1766.0909692489236
230232,1424.2386797279255
230233,786.1980676542282
230234,926.7011188262392
230235,118.40270712861428
230236,757.9694248472465
230237,607.2179132400693
230238,335.5378548596592
230239,391.6815352958675
230240,238.37363766961948
230241,1522.6044579805941
230242,1218.159735463503
230243,674.432126904942
230244,792.037396013427
230245,281.48051547236014
230246,1800.4902168372932
230247,1446.5565023225229
230248,799.3000151018589
230249,941.2112707146741
230250,83.409506509746
230251,537.8558480756026
230252,432.2026810877528
230253,239.2718887753021
230254,279.17919686010634
230255,169.56070494385438
230256,1081.5997371065016
230257,865.6846963843759
230258,479.45026681932615
230259,561.169097251435
230260,201.00097070859064
230261,1285.052871813329
230262,1029.7050472847372
230263,569.5019206980019
230264,666.5134634185399
230265,4.332855498855893
230266,24.15099404772495
230267,19.34912578080984
230268,10.631084981402147
230269,12.715800673754876
230270,7.5213012930557435
230271,49.0014052803309
230272,38.80739674513733
230273,21.193598200435435
230274,25.158069701026736
230275,8.882952957723798
230276,57.605074148482444
230277,46.134166779249405
230278,25.319056131694957
230279,29.793473421785396
230280,198.32465372063297
230281,1269.2199043854637
230282,1015.850838877956
230283,562.2266679122258
230284,657.579472178733
230285,398.9071920491284
230286,2510.229562589454
230287,2028.231261886565
230288,1130.8010954857082
230289,1323.691795539681
230290,470.99838753048687
230291,2970.1056265636257
230292,2399.717132228997
230293,1340.0984273752665
230294,1567.2173760107403
230295,151.61942283419592
230296,971.6286227266633
230297,773.6018183295612
230298,428.3611212944888
230299,502.732336539082
230300,302.80345588907574
230301,1948.5402276609557
230302,1558.9012785239456
230303,860.1057218339006
230304,1010.1376321056075
230305,359.99336010693656
230306,2300.446804237127
230307,1845.5032160740875
230308,1021.3661634226678
230309,1202.0665071319422
230310,112.0540550780317
230311,734.2979700635815
230312,576.9566595103165
230313,318.7800575435291
230314,386.83604315721425
230315,227.19663048221332
230316,1473.0805082011916
230317,1159.6157258226208
230318,643.3324683776409
230319,779.4892540000328
230320,267.04017620617077
230321,1734.7122067555115
230322,1372.1194295834484
230323,763.5220304021474
230324,926.4846326478772
230325,113.99830407688981
230326,745.6073556844751
230327,584.5961442452492
230328,324.69994085497336
230329,393.30124350265606
230330,230.30684633116033
230331,1498.7415526276286
230332,1174.2837065131275
230333,653.4775635751453
230334,792.6135077683355
230335,272.3592475871115
230336,1769.4023266800996
230337,1392.196672289316
230338,774.6900883350892
230339,941.6970426855282
230340,80.38110841148841
230341,530.388224228204
230342,417.5752527576652
230343,231.36040665754913
230344,279.92469074531687
230345,162.9440396622904
230346,1067.5176636205083
230347,837.3188025005954
230348,464.84032901270695
230349,563.2821455313845
230350,193.78525955515954
230351,1267.0785936653913
230352,994.6409696959365
230353,552.2244112816941
230354,668.7682740313222
230355,4.309392010064016
230356,23.693826332958892
230357,18.611959041324624
230358,10.24218156467456
230359,12.529009488052036
230360,7.309205589632236
230361,48.14151278361369
230362,37.616399290814385
230363,20.714512289789
230364,25.155948127649772
230365,8.578600861431811
230366,56.910006822604736
230367,44.67304168197125
230368,24.674037647459915
230369,29.93565099667605
230370,191.00700602695886
230371,1245.4863898176075
230372,977.7831740472623
230373,544.0938816964391
230374,659.2303012443879
230375,385.51033344992464
230376,2467.381326086532
230377,1956.4547759299735
230378,1097.5524557687543
230379,1329.9469816014976
230380,455.0606465652677
230381,2912.161929968061
230382,2311.029049406657
230383,1299.2052402259844
230384,1571.9178948013127
230385,146.48697123753448
230386,955.6625902838067
230387,745.8858827264353
230388,415.1231007202527
230389,504.63302347270024
230390,293.6882129788691
230391,1921.1149441450616
230392,1505.7082268139459
230393,837.0169534807353
230394,1016.8403485574462
230395,348.42122522579484
230396,2261.8751682770785
230397,1776.5989792630444
230398,989.9382642369835
230399,1206.8059622204983
230400,110.95948625507026
230401,718.9816828247949
230402,568.4783097522663
230403,316.62987363683345
230404,375.6142743716689
230405,224.012810442273
230406,1442.2869449608356
230407,1144.5136762314114
230408,640.0419973261003
230409,758.6481931139073
230410,263.9443606530538
230411,1696.6940122861124
230412,1353.2768613177193
230413,760.241160353491
230414,901.5395760945191
230415,112.53451792569368
230416,729.0439444095539
230417,574.689013729901
230418,321.74313020781767
230419,381.23073769230353
230420,226.6779602468751
230421,1465.0052981452266
230422,1156.9508925523533
230423,648.984035741761
230424,769.3650396214261
230425,268.50991950249977
230426,1726.9671328159477
230427,1369.5583489304156
230428,769.7384002958913
230429,913.7016141101573
230430,79.49508143122787
230431,518.6007142575716
230432,410.53209828482596
230433,229.2665956186196
230434,271.6688188454267
230435,160.5750821102713
230436,1044.2352919838552
230437,825.1242981477577
230438,461.67280563476356
230439,547.0765073146193
230440,191.2271416180655
230441,1236.806911024772
230442,977.4077098695143
230443,548.8304654126609
230444,648.6912839569434
230445,4.334525424426723
230446,23.281417305812056
230447,18.279407481836518
230448,10.239786157487568
230449,12.180947437643784
230450,7.188251424141975
230451,47.259916830323206
230452,37.006383929276076
230453,20.634341335703283
230454,24.582571159588824
230455,8.598413332170358
230456,55.49620289835045
230457,43.891536206537474
230458,24.67965945466301
230459,29.14301820960491
230460,187.53393492929325
230461,1218.5883077216722
230462,963.4798637796207
230463,539.9185312499931
230464,640.6931074681432
230465,381.040542693187
230466,2408.90431243491
230467,1925.8356767241041
230468,1093.1557977670254
230469,1296.5194153252141
230470,449.3175259479256
230471,2838.790162047473
230472,2273.1376924253564
230473,1293.4954381150055
230474,1530.8655950388843
230475,144.43382377558737
230476,936.238737943577
230477,736.7165497763554
230478,412.8542224329046
230479,490.68185698483524
230480,290.96480860619033
230481,1884.5309604943718
230482,1492.057548747311
230483,835.5416559732109
230484,991.8613599537773
230485,344.4228386039627
230486,2213.9360117280116
230487,1757.2109450764185
230488,987.4595443843632
230489,1176.0951931409877
230490,109.68151616098766
230491,720.757185350059
230492,568.2165182879808
230493,310.9302203137741
230494,379.1989953642736
230495,221.88796264838447
230496,1447.1433077250117
230497,1144.1172694223005
230498,628.345501025259
230499,766.3519662644362
230500,261.70435239260325
230501,1704.8058375364399
230502,1353.6292337250222
230503,746.4619531637361
230504,911.629324977656
230505,111.40176985177618
230506,731.6604842555953
230507,574.8931597917965
230508,316.3772964792829
230509,385.4287405988832
230510,224.7010614165867
230511,1469.4072548990343
230512,1155.517539635589
230513,636.9480055243323
230514,778.057525484932
